"","workerid","tag","chosen_tag","unchosen_tag","lower_chosen","higher_chosen","chosen_bin","unchosen_bin","chosen_higher"
"404",10,"marbles","10","5",FALSE,TRUE,11,6,1
"405",10,"marbles","13","10",FALSE,TRUE,14,11,1
"406",10,"watch","$50-$100","$0-$50",FALSE,TRUE,2,1,1
"407",10,"watch","$650-$700","$750",TRUE,FALSE,14,15,0
"408",10,"watch","$250-$300","$500-$550",TRUE,FALSE,6,11,0
"409",10,"watch","$50-$100","$250-$300",TRUE,FALSE,2,6,0
"410",10,"watch","$500-$550","$650-$700",TRUE,FALSE,11,14,0
"411",10,"laptop","$500-$1000","$0-$500",FALSE,TRUE,2,1,1
"412",10,"laptop","$5000-$5500","$6500-$7000",TRUE,FALSE,11,14,0
"413",10,"laptop","$500-$1000","$2500-$3000",TRUE,FALSE,2,6,0
"414",10,"laptop","$2500-$3000","$5000-$5500",TRUE,FALSE,6,11,0
"415",10,"laptop","$6500-$7000","$7500",TRUE,FALSE,14,15,0
"416",10,"tv","16-18","31-33",TRUE,FALSE,6,11,0
"417",10,"tv","4-6","16-18",TRUE,FALSE,2,6,0
"418",10,"tv","31-33","40-42",TRUE,FALSE,11,14,0
"419",10,"tv","4-6","0-3",FALSE,TRUE,2,1,1
"420",10,"tv","40-42","43",TRUE,FALSE,14,15,0
"421",10,"commute","7-13","35-41",TRUE,FALSE,2,6,0
"422",10,"commute","70-76","91-97",TRUE,FALSE,11,14,0
"423",10,"commute","7-13","0-6",FALSE,TRUE,2,1,1
"424",10,"commute","91-97","98",TRUE,FALSE,14,15,0
"425",10,"commute","35-41","70-76",TRUE,FALSE,6,11,0
"426",10,"movies","150-165","195-210",TRUE,FALSE,11,14,0
"427",10,"movies","75-90","15-30",FALSE,TRUE,6,2,1
"428",10,"movies","75-90","150-165",TRUE,FALSE,6,11,0
"429",10,"movies","195-210","210",TRUE,FALSE,14,15,0
"430",10,"movies","15-30","0-15",FALSE,TRUE,2,1,1
"431",10,"coffee","152°F - 164°F","92°F - 104°F",FALSE,TRUE,11,6,1
"432",10,"coffee","152°F - 164°F","188°F - 200°F",TRUE,FALSE,11,14,0
"433",10,"coffee","44°F - 56°F","44°F",FALSE,TRUE,2,1,1
"434",10,"coffee","188°F - 200°F","200°F",TRUE,FALSE,14,15,0
"435",10,"coffee","92°F - 104°F","44°F - 56°F",FALSE,TRUE,6,2,1
"436",10,"joke","10","5",FALSE,TRUE,11,6,1
"437",10,"joke","1","0",FALSE,TRUE,2,1,1
"438",10,"joke","10","13",TRUE,FALSE,11,14,0
"439",10,"joke","13","14",TRUE,FALSE,14,15,0
"440",10,"joke","5","1",FALSE,TRUE,6,2,1
"441",11,"marbles","5","1",FALSE,TRUE,6,2,1
"442",11,"marbles","14","13",FALSE,TRUE,15,14,1
"443",11,"marbles","13","10",FALSE,TRUE,14,11,1
"444",11,"marbles","1","0",FALSE,TRUE,2,1,1
"445",11,"marbles","10","5",FALSE,TRUE,11,6,1
"446",11,"movies","75-90","150-165",TRUE,FALSE,6,11,0
"447",11,"movies","195-210","210",TRUE,FALSE,14,15,0
"448",11,"movies","150-165","195-210",TRUE,FALSE,11,14,0
"449",11,"movies","75-90","15-30",FALSE,TRUE,6,2,1
"450",11,"movies","15-30","0-15",FALSE,TRUE,2,1,1
"451",11,"laptop","$2500-$3000","$5000-$5500",TRUE,FALSE,6,11,0
"452",11,"laptop","$500-$1000","$2500-$3000",TRUE,FALSE,2,6,0
"453",11,"laptop","$500-$1000","$0-$500",FALSE,TRUE,2,1,1
"454",11,"laptop","$6500-$7000","$7500",TRUE,FALSE,14,15,0
"455",11,"laptop","$5000-$5500","$6500-$7000",TRUE,FALSE,11,14,0
"456",11,"watch","$650-$700","$750",TRUE,FALSE,14,15,0
"457",11,"watch","$50-$100","$0-$50",FALSE,TRUE,2,1,1
"458",11,"watch","$250-$300","$500-$550",TRUE,FALSE,6,11,0
"459",11,"watch","$50-$100","$250-$300",TRUE,FALSE,2,6,0
"460",11,"watch","$500-$550","$650-$700",TRUE,FALSE,11,14,0
"461",11,"joke","13","14",TRUE,FALSE,14,15,0
"462",11,"joke","10","13",TRUE,FALSE,11,14,0
"463",11,"joke","1","0",FALSE,TRUE,2,1,1
"464",11,"joke","10","5",FALSE,TRUE,11,6,1
"465",11,"joke","5","1",FALSE,TRUE,6,2,1
"466",11,"coffee","152°F - 164°F","188°F - 200°F",TRUE,FALSE,11,14,0
"467",11,"coffee","188°F - 200°F","200°F",TRUE,FALSE,14,15,0
"468",11,"coffee","92°F - 104°F","44°F - 56°F",FALSE,TRUE,6,2,1
"469",11,"coffee","92°F - 104°F","152°F - 164°F",TRUE,FALSE,6,11,0
"470",11,"coffee","44°F - 56°F","44°F",FALSE,TRUE,2,1,1
"471",11,"commute","70-76","91-97",TRUE,FALSE,11,14,0
"472",11,"commute","7-13","35-41",TRUE,FALSE,2,6,0
"473",11,"commute","91-97","98",TRUE,FALSE,14,15,0
"474",11,"commute","7-13","0-6",FALSE,TRUE,2,1,1
"475",11,"commute","35-41","70-76",TRUE,FALSE,6,11,0
"476",11,"tv","16-18","31-33",TRUE,FALSE,6,11,0
"477",11,"tv","16-18","4-6",FALSE,TRUE,6,2,1
"478",11,"tv","40-42","43",TRUE,FALSE,14,15,0
"479",11,"tv","31-33","40-42",TRUE,FALSE,11,14,0
"480",11,"tv","4-6","0-3",FALSE,TRUE,2,1,1
"481",12,"marbles","14","13",FALSE,TRUE,15,14,1
"482",12,"marbles","5","1",FALSE,TRUE,6,2,1
"483",12,"marbles","13","10",FALSE,TRUE,14,11,1
"484",12,"marbles","5","10",TRUE,FALSE,6,11,0
"485",12,"marbles","0","1",TRUE,FALSE,1,2,0
"486",12,"movies","75-90","150-165",TRUE,FALSE,6,11,0
"487",12,"movies","195-210","210",TRUE,FALSE,14,15,0
"488",12,"movies","75-90","15-30",FALSE,TRUE,6,2,1
"489",12,"movies","15-30","0-15",FALSE,TRUE,2,1,1
"490",12,"movies","150-165","195-210",TRUE,FALSE,11,14,0
"491",12,"tv","0-3","4-6",TRUE,FALSE,1,2,0
"492",12,"tv","16-18","4-6",FALSE,TRUE,6,2,1
"493",12,"tv","40-42","43",TRUE,FALSE,14,15,0
"494",12,"tv","31-33","40-42",TRUE,FALSE,11,14,0
"495",12,"tv","16-18","31-33",TRUE,FALSE,6,11,0
"496",12,"coffee","152°F - 164°F","188°F - 200°F",TRUE,FALSE,11,14,0
"497",12,"coffee","44°F","44°F - 56°F",TRUE,FALSE,1,2,0
"498",12,"coffee","92°F - 104°F","44°F - 56°F",FALSE,TRUE,6,2,1
"499",12,"coffee","188°F - 200°F","200°F",TRUE,FALSE,14,15,0
"500",12,"coffee","92°F - 104°F","152°F - 164°F",TRUE,FALSE,6,11,0
"501",12,"commute","91-97","98",TRUE,FALSE,14,15,0
"502",12,"commute","35-41","7-13",FALSE,TRUE,6,2,1
"503",12,"commute","7-13","0-6",FALSE,TRUE,2,1,1
"504",12,"commute","35-41","70-76",TRUE,FALSE,6,11,0
"505",12,"commute","70-76","91-97",TRUE,FALSE,11,14,0
"506",12,"laptop","$500-$1000","$0-$500",FALSE,TRUE,2,1,1
"507",12,"laptop","$6500-$7000","$7500",TRUE,FALSE,14,15,0
"508",12,"laptop","$500-$1000","$2500-$3000",TRUE,FALSE,2,6,0
"509",12,"laptop","$2500-$3000","$5000-$5500",TRUE,FALSE,6,11,0
"510",12,"laptop","$5000-$5500","$6500-$7000",TRUE,FALSE,11,14,0
"511",12,"watch","$50-$100","$250-$300",TRUE,FALSE,2,6,0
"512",12,"watch","$500-$550","$650-$700",TRUE,FALSE,11,14,0
"513",12,"watch","$0-$50","$50-$100",TRUE,FALSE,1,2,0
"514",12,"watch","$750","$650-$700",FALSE,TRUE,15,14,1
"515",12,"watch","$250-$300","$500-$550",TRUE,FALSE,6,11,0
"516",12,"joke","13","10",FALSE,TRUE,14,11,1
"517",12,"joke","5","1",FALSE,TRUE,6,2,1
"518",12,"joke","5","10",TRUE,FALSE,6,11,0
"519",12,"joke","13","14",TRUE,FALSE,14,15,0
"520",12,"joke","0","1",TRUE,FALSE,1,2,0
"521",13,"commute","7-13","0-6",FALSE,TRUE,2,1,1
"522",13,"commute","7-13","35-41",TRUE,FALSE,2,6,0
"523",13,"commute","91-97","98",TRUE,FALSE,14,15,0
"524",13,"commute","70-76","91-97",TRUE,FALSE,11,14,0
"525",13,"commute","35-41","70-76",TRUE,FALSE,6,11,0
"526",13,"marbles","10","5",FALSE,TRUE,11,6,1
"527",13,"marbles","13","14",TRUE,FALSE,14,15,0
"528",13,"marbles","1","0",FALSE,TRUE,2,1,1
"529",13,"marbles","13","10",FALSE,TRUE,14,11,1
"530",13,"marbles","5","1",FALSE,TRUE,6,2,1
"531",13,"watch","$50-$100","$250-$300",TRUE,FALSE,2,6,0
"532",13,"watch","$500-$550","$650-$700",TRUE,FALSE,11,14,0
"533",13,"watch","$650-$700","$750",TRUE,FALSE,14,15,0
"534",13,"watch","$500-$550","$250-$300",FALSE,TRUE,11,6,1
"535",13,"watch","$50-$100","$0-$50",FALSE,TRUE,2,1,1
"536",13,"movies","75-90","15-30",FALSE,TRUE,6,2,1
"537",13,"movies","75-90","150-165",TRUE,FALSE,6,11,0
"538",13,"movies","210","195-210",FALSE,TRUE,15,14,1
"539",13,"movies","15-30","0-15",FALSE,TRUE,2,1,1
"540",13,"movies","195-210","150-165",FALSE,TRUE,14,11,1
"541",13,"laptop","$6500-$7000","$7500",TRUE,FALSE,14,15,0
"542",13,"laptop","$500-$1000","$2500-$3000",TRUE,FALSE,2,6,0
"543",13,"laptop","$5000-$5500","$2500-$3000",FALSE,TRUE,11,6,1
"544",13,"laptop","$500-$1000","$0-$500",FALSE,TRUE,2,1,1
"545",13,"laptop","$6500-$7000","$5000-$5500",FALSE,TRUE,14,11,1
"546",13,"tv","16-18","31-33",TRUE,FALSE,6,11,0
"547",13,"tv","4-6","0-3",FALSE,TRUE,2,1,1
"548",13,"tv","4-6","16-18",TRUE,FALSE,2,6,0
"549",13,"tv","40-42","43",TRUE,FALSE,14,15,0
"550",13,"tv","31-33","40-42",TRUE,FALSE,11,14,0
"551",13,"joke","1","0",FALSE,TRUE,2,1,1
"552",13,"joke","10","13",TRUE,FALSE,11,14,0
"553",13,"joke","5","1",FALSE,TRUE,6,2,1
"554",13,"joke","5","10",TRUE,FALSE,6,11,0
"555",13,"joke","13","14",TRUE,FALSE,14,15,0
"556",13,"coffee","44°F - 56°F","44°F",FALSE,TRUE,2,1,1
"557",13,"coffee","92°F - 104°F","44°F - 56°F",FALSE,TRUE,6,2,1
"558",13,"coffee","200°F","188°F - 200°F",FALSE,TRUE,15,14,1
"559",13,"coffee","152°F - 164°F","92°F - 104°F",FALSE,TRUE,11,6,1
"560",13,"coffee","188°F - 200°F","152°F - 164°F",FALSE,TRUE,14,11,1
"561",14,"tv","31-33","16-18",FALSE,TRUE,11,6,1
"562",14,"tv","4-6","0-3",FALSE,TRUE,2,1,1
"563",14,"tv","40-42","43",TRUE,FALSE,14,15,0
"564",14,"tv","31-33","40-42",TRUE,FALSE,11,14,0
"565",14,"tv","16-18","4-6",FALSE,TRUE,6,2,1
"566",14,"watch","$250-$300","$500-$550",TRUE,FALSE,6,11,0
"567",14,"watch","$50-$100","$250-$300",TRUE,FALSE,2,6,0
"568",14,"watch","$50-$100","$0-$50",FALSE,TRUE,2,1,1
"569",14,"watch","$650-$700","$750",TRUE,FALSE,14,15,0
"570",14,"watch","$500-$550","$650-$700",TRUE,FALSE,11,14,0
"571",14,"coffee","44°F - 56°F","44°F",FALSE,TRUE,2,1,1
"572",14,"coffee","152°F - 164°F","188°F - 200°F",TRUE,FALSE,11,14,0
"573",14,"coffee","188°F - 200°F","200°F",TRUE,FALSE,14,15,0
"574",14,"coffee","152°F - 164°F","92°F - 104°F",FALSE,TRUE,11,6,1
"575",14,"coffee","92°F - 104°F","44°F - 56°F",FALSE,TRUE,6,2,1
"576",14,"joke","13","14",TRUE,FALSE,14,15,0
"577",14,"joke","10","13",TRUE,FALSE,11,14,0
"578",14,"joke","10","5",FALSE,TRUE,11,6,1
"579",14,"joke","1","0",FALSE,TRUE,2,1,1
"580",14,"joke","5","1",FALSE,TRUE,6,2,1
"581",14,"commute","7-13","35-41",TRUE,FALSE,2,6,0
"582",14,"commute","91-97","98",TRUE,FALSE,14,15,0
"583",14,"commute","35-41","70-76",TRUE,FALSE,6,11,0
"584",14,"commute","7-13","0-6",FALSE,TRUE,2,1,1
"585",14,"commute","70-76","91-97",TRUE,FALSE,11,14,0
"586",14,"laptop","$500-$1000","$0-$500",FALSE,TRUE,2,1,1
"587",14,"laptop","$5000-$5500","$6500-$7000",TRUE,FALSE,11,14,0
"588",14,"laptop","$6500-$7000","$7500",TRUE,FALSE,14,15,0
"589",14,"laptop","$2500-$3000","$5000-$5500",TRUE,FALSE,6,11,0
"590",14,"laptop","$500-$1000","$2500-$3000",TRUE,FALSE,2,6,0
"591",14,"movies","150-165","195-210",TRUE,FALSE,11,14,0
"592",14,"movies","75-90","15-30",FALSE,TRUE,6,2,1
"593",14,"movies","75-90","150-165",TRUE,FALSE,6,11,0
"594",14,"movies","195-210","210",TRUE,FALSE,14,15,0
"595",14,"movies","15-30","0-15",FALSE,TRUE,2,1,1
"596",14,"marbles","10","5",FALSE,TRUE,11,6,1
"597",14,"marbles","1","0",FALSE,TRUE,2,1,1
"598",14,"marbles","5","1",FALSE,TRUE,6,2,1
"599",14,"marbles","14","13",FALSE,TRUE,15,14,1
"600",14,"marbles","13","10",FALSE,TRUE,14,11,1
"601",15,"joke","5","1",FALSE,TRUE,6,2,1
"602",15,"joke","10","13",TRUE,FALSE,11,14,0
"603",15,"joke","13","14",TRUE,FALSE,14,15,0
"604",15,"joke","10","5",FALSE,TRUE,11,6,1
"605",15,"joke","1","0",FALSE,TRUE,2,1,1
"606",15,"watch","$650-$700","$750",TRUE,FALSE,14,15,0
"607",15,"watch","$50-$100","$0-$50",FALSE,TRUE,2,1,1
"608",15,"watch","$250-$300","$500-$550",TRUE,FALSE,6,11,0
"609",15,"watch","$500-$550","$650-$700",TRUE,FALSE,11,14,0
"610",15,"watch","$50-$100","$250-$300",TRUE,FALSE,2,6,0
"611",15,"marbles","5","10",TRUE,FALSE,6,11,0
"612",15,"marbles","10","13",TRUE,FALSE,11,14,0
"613",15,"marbles","0","1",TRUE,FALSE,1,2,0
"614",15,"marbles","1","5",TRUE,FALSE,2,6,0
"615",15,"marbles","13","14",TRUE,FALSE,14,15,0
"616",15,"movies","150-165","195-210",TRUE,FALSE,11,14,0
"617",15,"movies","15-30","0-15",FALSE,TRUE,2,1,1
"618",15,"movies","195-210","210",TRUE,FALSE,14,15,0
"619",15,"movies","75-90","15-30",FALSE,TRUE,6,2,1
"620",15,"movies","150-165","75-90",FALSE,TRUE,11,6,1
"621",15,"coffee","92°F - 104°F","44°F - 56°F",FALSE,TRUE,6,2,1
"622",15,"coffee","188°F - 200°F","200°F",TRUE,FALSE,14,15,0
"623",15,"coffee","92°F - 104°F","152°F - 164°F",TRUE,FALSE,6,11,0
"624",15,"coffee","44°F - 56°F","44°F",FALSE,TRUE,2,1,1
"625",15,"coffee","152°F - 164°F","188°F - 200°F",TRUE,FALSE,11,14,0
"626",15,"commute","35-41","70-76",TRUE,FALSE,6,11,0
"627",15,"commute","91-97","98",TRUE,FALSE,14,15,0
"628",15,"commute","70-76","91-97",TRUE,FALSE,11,14,0
"629",15,"commute","7-13","0-6",FALSE,TRUE,2,1,1
"630",15,"commute","35-41","7-13",FALSE,TRUE,6,2,1
"631",15,"tv","4-6","0-3",FALSE,TRUE,2,1,1
"632",15,"tv","16-18","31-33",TRUE,FALSE,6,11,0
"633",15,"tv","16-18","4-6",FALSE,TRUE,6,2,1
"634",15,"tv","40-42","43",TRUE,FALSE,14,15,0
"635",15,"tv","31-33","40-42",TRUE,FALSE,11,14,0
"636",15,"laptop","$5000-$5500","$6500-$7000",TRUE,FALSE,11,14,0
"637",15,"laptop","$6500-$7000","$7500",TRUE,FALSE,14,15,0
"638",15,"laptop","$500-$1000","$2500-$3000",TRUE,FALSE,2,6,0
"639",15,"laptop","$2500-$3000","$5000-$5500",TRUE,FALSE,6,11,0
"640",15,"laptop","$500-$1000","$0-$500",FALSE,TRUE,2,1,1
"641",16,"marbles","10","5",FALSE,TRUE,11,6,1
"642",16,"marbles","1","0",FALSE,TRUE,2,1,1
"643",16,"marbles","14","13",FALSE,TRUE,15,14,1
"644",16,"marbles","13","10",FALSE,TRUE,14,11,1
"645",16,"marbles","5","1",FALSE,TRUE,6,2,1
"646",16,"coffee","152°F - 164°F","188°F - 200°F",TRUE,FALSE,11,14,0
"647",16,"coffee","152°F - 164°F","92°F - 104°F",FALSE,TRUE,11,6,1
"648",16,"coffee","188°F - 200°F","200°F",TRUE,FALSE,14,15,0
"649",16,"coffee","92°F - 104°F","44°F - 56°F",FALSE,TRUE,6,2,1
"650",16,"coffee","44°F - 56°F","44°F",FALSE,TRUE,2,1,1
"651",16,"joke","5","1",FALSE,TRUE,6,2,1
"652",16,"joke","10","5",FALSE,TRUE,11,6,1
"653",16,"joke","13","14",TRUE,FALSE,14,15,0
"654",16,"joke","1","0",FALSE,TRUE,2,1,1
"655",16,"joke","10","13",TRUE,FALSE,11,14,0
"656",16,"watch","$650-$700","$750",TRUE,FALSE,14,15,0
"657",16,"watch","$250-$300","$500-$550",TRUE,FALSE,6,11,0
"658",16,"watch","$50-$100","$250-$300",TRUE,FALSE,2,6,0
"659",16,"watch","$500-$550","$650-$700",TRUE,FALSE,11,14,0
"660",16,"watch","$50-$100","$0-$50",FALSE,TRUE,2,1,1
"661",16,"laptop","$5000-$5500","$6500-$7000",TRUE,FALSE,11,14,0
"662",16,"laptop","$6500-$7000","$7500",TRUE,FALSE,14,15,0
"663",16,"laptop","$0-$500","$500-$1000",TRUE,FALSE,1,2,0
"664",16,"laptop","$500-$1000","$2500-$3000",TRUE,FALSE,2,6,0
"665",16,"laptop","$2500-$3000","$5000-$5500",TRUE,FALSE,6,11,0
"666",16,"movies","195-210","210",TRUE,FALSE,14,15,0
"667",16,"movies","150-165","195-210",TRUE,FALSE,11,14,0
"668",16,"movies","75-90","150-165",TRUE,FALSE,6,11,0
"669",16,"movies","15-30","0-15",FALSE,TRUE,2,1,1
"670",16,"movies","75-90","15-30",FALSE,TRUE,6,2,1
"671",16,"commute","7-13","0-6",FALSE,TRUE,2,1,1
"672",16,"commute","35-41","7-13",FALSE,TRUE,6,2,1
"673",16,"commute","70-76","91-97",TRUE,FALSE,11,14,0
"674",16,"commute","91-97","98",TRUE,FALSE,14,15,0
"675",16,"commute","35-41","70-76",TRUE,FALSE,6,11,0
"676",16,"tv","31-33","40-42",TRUE,FALSE,11,14,0
"677",16,"tv","4-6","0-3",FALSE,TRUE,2,1,1
"678",16,"tv","16-18","31-33",TRUE,FALSE,6,11,0
"679",16,"tv","40-42","43",TRUE,FALSE,14,15,0
"680",16,"tv","4-6","16-18",TRUE,FALSE,2,6,0
"681",17,"commute","70-76","91-97",TRUE,FALSE,11,14,0
"682",17,"commute","91-97","98",TRUE,FALSE,14,15,0
"683",17,"commute","35-41","7-13",FALSE,TRUE,6,2,1
"684",17,"commute","7-13","0-6",FALSE,TRUE,2,1,1
"685",17,"commute","35-41","70-76",TRUE,FALSE,6,11,0
"686",17,"joke","1","0",FALSE,TRUE,2,1,1
"687",17,"joke","10","13",TRUE,FALSE,11,14,0
"688",17,"joke","10","5",FALSE,TRUE,11,6,1
"689",17,"joke","13","14",TRUE,FALSE,14,15,0
"690",17,"joke","5","1",FALSE,TRUE,6,2,1
"691",17,"tv","4-6","0-3",FALSE,TRUE,2,1,1
"692",17,"tv","31-33","40-42",TRUE,FALSE,11,14,0
"693",17,"tv","16-18","31-33",TRUE,FALSE,6,11,0
"694",17,"tv","16-18","4-6",FALSE,TRUE,6,2,1
"695",17,"tv","40-42","43",TRUE,FALSE,14,15,0
"696",17,"laptop","$500-$1000","$0-$500",FALSE,TRUE,2,1,1
"697",17,"laptop","$5000-$5500","$6500-$7000",TRUE,FALSE,11,14,0
"698",17,"laptop","$500-$1000","$2500-$3000",TRUE,FALSE,2,6,0
"699",17,"laptop","$6500-$7000","$7500",TRUE,FALSE,14,15,0
"700",17,"laptop","$2500-$3000","$5000-$5500",TRUE,FALSE,6,11,0
"701",17,"coffee","188°F - 200°F","200°F",TRUE,FALSE,14,15,0
"702",17,"coffee","92°F - 104°F","44°F - 56°F",FALSE,TRUE,6,2,1
"703",17,"coffee","44°F - 56°F","44°F",FALSE,TRUE,2,1,1
"704",17,"coffee","152°F - 164°F","188°F - 200°F",TRUE,FALSE,11,14,0
"705",17,"coffee","92°F - 104°F","152°F - 164°F",TRUE,FALSE,6,11,0
"706",17,"marbles","10","5",FALSE,TRUE,11,6,1
"707",17,"marbles","14","13",FALSE,TRUE,15,14,1
"708",17,"marbles","5","1",FALSE,TRUE,6,2,1
"709",17,"marbles","13","10",FALSE,TRUE,14,11,1
"710",17,"marbles","1","0",FALSE,TRUE,2,1,1
"711",17,"watch","$500-$550","$650-$700",TRUE,FALSE,11,14,0
"712",17,"watch","$50-$100","$0-$50",FALSE,TRUE,2,1,1
"713",17,"watch","$250-$300","$500-$550",TRUE,FALSE,6,11,0
"714",17,"watch","$650-$700","$750",TRUE,FALSE,14,15,0
"715",17,"watch","$250-$300","$50-$100",FALSE,TRUE,6,2,1
"716",17,"movies","75-90","150-165",TRUE,FALSE,6,11,0
"717",17,"movies","150-165","195-210",TRUE,FALSE,11,14,0
"718",17,"movies","15-30","0-15",FALSE,TRUE,2,1,1
"719",17,"movies","75-90","15-30",FALSE,TRUE,6,2,1
"720",17,"movies","195-210","210",TRUE,FALSE,14,15,0
"721",18,"coffee","44°F - 56°F","44°F",FALSE,TRUE,2,1,1
"722",18,"coffee","188°F - 200°F","200°F",TRUE,FALSE,14,15,0
"723",18,"coffee","92°F - 104°F","152°F - 164°F",TRUE,FALSE,6,11,0
"724",18,"coffee","152°F - 164°F","188°F - 200°F",TRUE,FALSE,11,14,0
"725",18,"coffee","92°F - 104°F","44°F - 56°F",FALSE,TRUE,6,2,1
"726",18,"commute","70-76","91-97",TRUE,FALSE,11,14,0
"727",18,"commute","91-97","98",TRUE,FALSE,14,15,0
"728",18,"commute","0-6","7-13",TRUE,FALSE,1,2,0
"729",18,"commute","7-13","35-41",TRUE,FALSE,2,6,0
"730",18,"commute","35-41","70-76",TRUE,FALSE,6,11,0
"731",18,"watch","$500-$550","$650-$700",TRUE,FALSE,11,14,0
"732",18,"watch","$650-$700","$750",TRUE,FALSE,14,15,0
"733",18,"watch","$250-$300","$500-$550",TRUE,FALSE,6,11,0
"734",18,"watch","$50-$100","$0-$50",FALSE,TRUE,2,1,1
"735",18,"watch","$50-$100","$250-$300",TRUE,FALSE,2,6,0
"736",18,"joke","10","13",TRUE,FALSE,11,14,0
"737",18,"joke","10","5",FALSE,TRUE,11,6,1
"738",18,"joke","13","14",TRUE,FALSE,14,15,0
"739",18,"joke","0","1",TRUE,FALSE,1,2,0
"740",18,"joke","5","1",FALSE,TRUE,6,2,1
"741",18,"movies","210","195-210",FALSE,TRUE,15,14,1
"742",18,"movies","150-165","195-210",TRUE,FALSE,11,14,0
"743",18,"movies","75-90","15-30",FALSE,TRUE,6,2,1
"744",18,"movies","15-30","0-15",FALSE,TRUE,2,1,1
"745",18,"movies","75-90","150-165",TRUE,FALSE,6,11,0
"746",18,"marbles","10","5",FALSE,TRUE,11,6,1
"747",18,"marbles","0","1",TRUE,FALSE,1,2,0
"748",18,"marbles","14","13",FALSE,TRUE,15,14,1
"749",18,"marbles","10","13",TRUE,FALSE,11,14,0
"750",18,"marbles","5","1",FALSE,TRUE,6,2,1
"751",18,"laptop","$0-$500","$500-$1000",TRUE,FALSE,1,2,0
"752",18,"laptop","$500-$1000","$2500-$3000",TRUE,FALSE,2,6,0
"753",18,"laptop","$2500-$3000","$5000-$5500",TRUE,FALSE,6,11,0
"754",18,"laptop","$5000-$5500","$6500-$7000",TRUE,FALSE,11,14,0
"755",18,"laptop","$6500-$7000","$7500",TRUE,FALSE,14,15,0
"756",18,"tv","16-18","31-33",TRUE,FALSE,6,11,0
"757",18,"tv","4-6","0-3",FALSE,TRUE,2,1,1
"758",18,"tv","4-6","16-18",TRUE,FALSE,2,6,0
"759",18,"tv","40-42","43",TRUE,FALSE,14,15,0
"760",18,"tv","31-33","40-42",TRUE,FALSE,11,14,0
"761",19,"laptop","$2500-$3000","$5000-$5500",TRUE,FALSE,6,11,0
"762",19,"laptop","$500-$1000","$2500-$3000",TRUE,FALSE,2,6,0
"763",19,"laptop","$5000-$5500","$6500-$7000",TRUE,FALSE,11,14,0
"764",19,"laptop","$500-$1000","$0-$500",FALSE,TRUE,2,1,1
"765",19,"laptop","$6500-$7000","$7500",TRUE,FALSE,14,15,0
"766",19,"movies","15-30","0-15",FALSE,TRUE,2,1,1
"767",19,"movies","75-90","150-165",TRUE,FALSE,6,11,0
"768",19,"movies","75-90","15-30",FALSE,TRUE,6,2,1
"769",19,"movies","195-210","210",TRUE,FALSE,14,15,0
"770",19,"movies","150-165","195-210",TRUE,FALSE,11,14,0
"771",19,"commute","98","91-97",FALSE,TRUE,15,14,1
"772",19,"commute","7-13","35-41",TRUE,FALSE,2,6,0
"773",19,"commute","35-41","70-76",TRUE,FALSE,6,11,0
"774",19,"commute","7-13","0-6",FALSE,TRUE,2,1,1
"775",19,"commute","70-76","91-97",TRUE,FALSE,11,14,0
"776",19,"joke","5","1",FALSE,TRUE,6,2,1
"777",19,"joke","0","1",TRUE,FALSE,1,2,0
"778",19,"joke","10","5",FALSE,TRUE,11,6,1
"779",19,"joke","13","10",FALSE,TRUE,14,11,1
"780",19,"joke","14","13",FALSE,TRUE,15,14,1
"781",19,"coffee","200°F","188°F - 200°F",FALSE,TRUE,15,14,1
"782",19,"coffee","92°F - 104°F","152°F - 164°F",TRUE,FALSE,6,11,0
"783",19,"coffee","92°F - 104°F","44°F - 56°F",FALSE,TRUE,6,2,1
"784",19,"coffee","44°F","44°F - 56°F",TRUE,FALSE,1,2,0
"785",19,"coffee","152°F - 164°F","188°F - 200°F",TRUE,FALSE,11,14,0
"786",19,"watch","$650-$700","$750",TRUE,FALSE,14,15,0
"787",19,"watch","$50-$100","$0-$50",FALSE,TRUE,2,1,1
"788",19,"watch","$500-$550","$650-$700",TRUE,FALSE,11,14,0
"789",19,"watch","$250-$300","$500-$550",TRUE,FALSE,6,11,0
"790",19,"watch","$50-$100","$250-$300",TRUE,FALSE,2,6,0
"791",19,"tv","4-6","16-18",TRUE,FALSE,2,6,0
"792",19,"tv","31-33","40-42",TRUE,FALSE,11,14,0
"793",19,"tv","4-6","0-3",FALSE,TRUE,2,1,1
"794",19,"tv","40-42","43",TRUE,FALSE,14,15,0
"795",19,"tv","16-18","31-33",TRUE,FALSE,6,11,0
"796",19,"marbles","0","1",TRUE,FALSE,1,2,0
"797",19,"marbles","14","13",FALSE,TRUE,15,14,1
"798",19,"marbles","1","5",TRUE,FALSE,2,6,0
"799",19,"marbles","13","10",FALSE,TRUE,14,11,1
"800",19,"marbles","10","5",FALSE,TRUE,11,6,1
